AAA,BBB,CCC,DDD,EEE
15.06,19.42,9.27,16.63,39.12
14.98,19.34,9.36,16.53,38.97
14.84,19.62,9.33,16.56,39.50
14.85,19.71,9.32,16.70,39.96
14.65,19.75,9.45,16.69,39.86
14.63,19.91,9.23,16.81,39.40
14.49,19.97,9.35,16.80,39.10
14.55,19.94,9.11,17.01,39.04
14.40,19.75,9.17,17.42,39.47
14.46,19.60,9.19,17.41,39.41
14.50,19.52,9.19,17.57,39.24
14.60,19.72,9.16,17.78,39.60
14.55,19.85,9.15,17.94,39.67
14.55,19.82,9.38,18.07,39.87
14.58,19.83,9.45,18.25,39.69
14.58,19.61,9.60,18.22,39.67
14.70,19.18,9.68,18.28,39.29
14.85,19.13,9.61,18.37,39.56
14.79,19.12,9.45,18.33,39.41
14.49,19.04,9.46,18.28,39.79
14.77,19.05,9.58,18.61,39.67
14.60,19.05,9.64,18.75,39.80
14.93,19.33,9.56,19.01,38.97
15.14,19.25,9.59,19.18,39.02
14.95,18.79,9.56,19.42,38.71
15.01,19.02,9.56,19.42,38.28
15.02,19.01,9.44,19.67,38.34
14.84,19.22,9.32,19.75,37.94
14.74,19.25,9.39,19.78,37.33
14.64,19.17,9.40,19.90,37.47
14.72,19.01,9.49,19.89,36.88
14.48,18.70,9.44,19.80,36.31
14.29,18.87,9.62,19.65,36.52
14.34,18.61,9.69,19.99,36.35
14.22,18.39,9.62,19.94,35.69
14.12,18.24,9.67,19.70,35.80
14.01,18.38,9.74,19.92,36.02
14.17,18.44,9.73,20.20,36.18
14.33,18.54,9.78,20.19,36.07
14.38,18.28,9.99,19.99,35.55
14.22,18.49,10.09,20.15,34.76
14.38,18.77,10.11,20.38,34.95
14.36,18.71,10.19,20.33,35.00
14.38,18.57,10.16,20.26,35.63
14.29,18.35,9.99,20.36,35.91
14.11,18.03,10.02,20.53,35.88
14.18,18.09,10.10,20.66,35.15
14.31,18.09,10.20,20.52,35.36
14.28,17.93,10.35,20.75,35.39
13.95,17.86,10.14,20.40,35.38
14.00,17.95,10.02,20.23,35.54
13.76,17.78,9.98,20.45,36.15
13.78,17.89,9.63,20.32,36.23
13.79,18.05,9.73,20.25,35.94
13.66,18.05,9.83,20.11,36.31
13.52,18.17,9.97,19.89,36.40
13.47,18.43,10.03,19.83,36.05
13.54,18.05,10.02,19.80,36.64
13.45,18.30,10.14,19.95,36.45
13.37,18.41,10.15,20.32,36.19
13.46,18.17,10.21,20.49,35.89
13.38,18.25,10.29,20.56,35.96
13.38,18.40,10.25,20.97,36.37
13.23,18.54,10.23,20.98,36.51
13.19,18.45,10.10,21.29,36.03
13.03,18.11,9.97,21.34,36.71
13.03,17.99,10.06,21.51,37.04
13.08,17.90,10.07,21.86,36.77
12.97,17.72,10.02,21.96,37.01
12.80,17.65,10.16,22.34,37.41
12.89,17.51,10.26,22.17,37.85
12.97,17.44,10.33,22.33,37.84
13.03,17.43,10.36,22.35,37.34
13.13,17.53,10.26,22.67,37.51
13.03,17.67,10.31,22.67,37.99
13.10,17.59,10.39,22.71,37.93
13.18,17.68,10.46,23.30,37.42
13.38,17.61,10.43,23.60,37.07
13.33,17.56,10.47,23.27,37.54
13.09,17.65,10.42,23.42,37.57
13.15,17.45,10.30,23.12,37.73
13.22,17.14,10.23,23.26,37.84
13.54,17.03,10.08,23.23,37.24
13.40,17.12,10.16,23.30,37.52
13.40,17.22,10.14,23.46,37.93
13.40,17.13,10.00,23.83,37.96
13.50,17.26,10.07,23.78,38.04
13.61,17.38,10.14,23.48,38.14
13.56,17.49,10.16,23.71,37.78
13.61,17.44,10.19,23.34,38.16
13.90,17.43,10.06,23.83,38.23
13.82,17.60,9.96,23.78,37.72
13.42,17.88,10.04,23.46,37.28
13.61,17.80,10.08,23.19,37.81
13.48,17.84,10.04,23.09,38.01
13.42,17.89,10.05,23.19,37.75
13.30,17.97,10.26,22.96,37.64
13.37,18.40,10.37,22.89,38.01
13.41,18.30,10.35,23.02,38.11
13.32,18.53,10.46,22.59,38.02
13.20,18.38,10.46,22.37,38.18
13.04,18.41,10.59,22.23,38.31
13.06,18.76,10.53,22.08,38.66
13.07,18.83,10.49,22.53,39.22
13.00,18.85,10.38,22.49,39.74
12.99,18.73,10.48,22.67,40.40
13.17,18.48,10.56,22.39,40.34
13.25,18.60,10.52,22.22,40.13
13.29,18.54,10.58,21.81,40.32
13.23,18.82,10.60,21.17,40.67
13.14,18.63,10.63,21.16,40.13
12.89,18.61,10.64,20.78,39.39
12.97,18.87,10.58,20.32,39.49
13.10,18.82,10.59,20.23,39.80
13.17,18.72,10.60,20.28,39.65
13.22,18.81,10.46,20.46,38.80
13.31,18.87,10.60,20.54,38.42
13.36,18.87,10.51,20.70,38.39
13.55,18.98,10.60,20.43,38.28
13.54,19.10,10.57,20.48,38.41
13.70,19.45,10.60,20.70,39.05
13.58,19.57,10.41,20.54,38.21
13.48,19.28,10.26,20.94,38.49
13.69,19.33,10.27,21.08,38.19
13.84,19.18,10.34,20.93,38.29
13.78,19.24,10.34,21.04,37.73
13.76,19.23,10.18,21.03,38.39
13.85,19.37,10.26,20.89,39.03
13.68,19.41,10.20,21.35,39.14
13.76,19.33,10.25,21.19,39.46
13.82,19.04,10.34,20.97,39.35
13.94,19.14,10.16,21.04,39.19
14.02,19.19,10.14,20.82,39.02
14.16,19.10,10.20,20.73,39.20
14.34,19.20,10.22,20.76,38.86
14.26,19.10,10.14,20.48,39.11
14.30,18.98,10.11,20.29,39.17
14.44,18.88,10.08,20.00,38.92
14.24,18.77,9.99,19.94,37.85
14.28,18.80,10.02,20.02,37.21
14.31,19.08,10.07,20.22,37.39
14.28,19.14,9.86,20.20,37.15
14.23,19.50,9.80,20.31,37.42
14.36,19.77,9.76,20.37,37.30
14.25,19.51,9.80,20.35,36.74
14.26,19.54,9.85,20.43,37.01
14.28,19.57,9.89,20.48,37.82
14.21,19.50,9.96,20.13,38.01
14.31,19.56,10.16,20.32,37.90
14.52,19.29,10.30,20.21,37.61
14.54,19.82,10.46,20.67,37.14
14.58,19.79,10.45,20.76,37.44
14.60,19.56,10.57,20.37,38.07
14.64,19.26,10.54,20.35,38.01
14.38,19.22,10.50,20.43,37.63
14.68,19.39,10.54,20.13,37.17
14.79,19.39,10.30,20.16,37.35
14.75,19.34,10.20,20.28,36.94
14.76,19.32,10.12,20.48,37.00
14.84,18.96,10.03,20.60,36.55
14.79,18.94,10.02,20.50,36.91
14.85,19.01,10.03,20.55,37.35
14.60,19.20,10.06,20.37,37.16
14.65,19.21,10.01,20.14,37.21
14.93,19.45,10.06,20.20,37.72
14.95,19.43,9.96,19.78,38.94
15.08,19.37,9.96,19.36,39.32
15.20,19.25,9.93,19.13,39.61
15.17,18.79,9.95,19.27,40.10
15.21,18.71,10.00,19.14,40.03
15.45,18.87,9.84,18.99,39.46
15.36,18.70,9.99,19.12,39.43
15.32,18.58,9.99,19.07,38.77
15.29,18.58,9.96,19.04,38.39
15.36,18.98,9.85,19.08,38.05
15.54,18.72,9.90,19.07,38.31
15.61,18.44,10.01,19.03,38.11
15.48,18.41,10.04,19.10,38.15
15.38,18.28,10.01,18.89,37.96
15.37,18.06,10.07,18.62,38.09
15.37,17.98,9.91,18.59,38.43
15.33,17.78,9.93,18.74,38.52
15.23,17.77,10.01,18.63,38.63
14.73,17.69,10.00,18.70,38.84
14.62,17.71,10.15,18.77,38.75
14.65,17.84,10.07,18.44,38.43
14.57,18.29,10.03,18.32,38.10
14.63,18.26,10.23,18.80,37.50
14.48,18.01,10.30,18.82,37.38
14.83,17.93,10.23,18.78,37.04
14.68,18.03,10.18,18.63,37.20
14.87,17.95,10.25,19.21,37.02
14.64,18.12,10.19,19.13,37.29
14.37,18.06,10.09,19.30,37.70
14.32,17.87,9.95,19.21,37.00
14.10,17.62,10.06,19.32,36.53
14.16,17.68,9.99,19.22,37.18
14.01,17.66,10.07,19.43,36.51
14.23,17.54,9.91,19.31,36.27
14.35,17.37,9.87,19.20,36.09
14.56,17.50,9.86,19.10,36.29
14.59,17.69,9.83,19.23,36.22
14.41,17.59,9.92,19.41,36.03
14.35,17.61,9.84,19.38,35.64
14.39,17.58,9.69,19.39,35.52
14.48,17.52,9.64,19.35,34.70
14.34,17.96,9.74,19.19,34.46
14.38,17.88,9.62,19.27,34.79
14.26,17.70,9.59,19.32,35.01
14.03,17.97,9.59,19.19,35.05
14.19,18.04,9.51,18.88,34.79
13.84,18.01,9.39,18.80,35.10
13.80,18.06,9.20,18.88,34.75
13.97,17.80,9.09,18.56,34.81
14.19,17.91,9.13,18.50,34.80
14.12,17.79,9.23,18.57,34.99
14.12,17.86,9.24,18.66,35.02
14.04,18.12,9.33,18.88,34.67
14.15,17.97,9.33,19.20,35.16
14.19,17.45,9.39,19.38,34.95
14.39,17.41,9.47,19.44,34.68
14.47,17.72,9.48,19.37,34.55
14.16,17.76,9.57,19.42,34.18
13.86,17.55,9.54,19.67,33.89
13.75,17.71,9.52,19.40,33.57
13.93,17.55,9.46,19.22,33.46
13.95,17.55,9.39,18.94,33.49
13.94,17.62,9.64,18.94,33.25
13.76,17.38,9.57,19.10,33.23
13.58,17.43,9.62,18.75,33.10
13.61,17.62,9.69,18.96,32.96
13.50,17.61,9.58,18.86,32.34
13.44,17.90,9.52,18.88,32.40
13.31,17.96,9.53,18.71,31.96
13.43,18.19,9.56,18.49,32.33
13.46,18.22,9.58,18.24,31.81
13.30,18.34,9.44,18.24,31.63
13.27,18.40,9.53,18.33,31.12
13.35,18.15,9.62,18.28,31.06
13.45,18.06,9.64,18.22,31.18
13.66,17.73,9.84,17.97,31.73
13.33,17.66,9.86,17.97,31.72
13.35,17.48,9.91,17.99,31.96
13.30,17.60,9.99,18.16,32.51
13.41,17.59,9.96,17.89,32.52
13.42,17.58,9.81,17.86,32.85
13.24,17.51,9.67,17.58,32.50
13.16,17.52,9.75,17.66,32.80
13.36,17.72,9.83,17.76,32.99
13.41,17.83,9.82,17.69,33.04
13.51,18.00,9.75,17.55,33.37
13.44,18.26,9.79,18.04,33.08
13.65,18.37,10.12,18.52,33.20
13.65,18.55,10.28,18.51,33.39
13.83,18.64,10.50,18.69,33.29
13.80,18.78,10.54,18.87,32.70
13.84,19.17,10.52,18.85,32.75
13.95,19.12,10.47,18.57,32.57
13.98,19.63,10.40,18.78,32.17
13.67,19.93,10.38,18.83,32.73
13.44,20.22,10.32,19.09,32.59
13.73,19.87,10.40,19.16,32.58
13.78,20.02,10.43,19.16,32.68
13.62,19.77,10.31,19.28,32.67
13.49,19.61,10.11,19.41,32.42
13.73,19.81,10.09,19.39,32.27
13.63,19.91,10.00,19.54,31.90
13.63,20.02,10.02,19.53,31.97
13.53,20.14,10.09,19.11,31.97
13.77,20.08,9.97,19.06,31.60
13.81,19.91,10.10,18.80,31.49
13.97,20.34,10.14,18.79,31.10
14.04,20.59,10.26,18.45,31.31
14.08,20.46,10.29,18.79,31.64
13.95,20.71,10.27,18.74,31.94
13.96,20.87,10.27,18.48,31.95
13.80,20.70,10.12,18.38,32.13
14.13,20.52,10.21,18.26,31.96
14.12,20.40,10.35,18.22,31.93
14.24,20.35,10.44,18.38,31.91
14.00,20.24,10.34,18.29,32.04
13.89,20.49,10.32,18.23,31.97
13.97,20.34,10.37,18.27,32.22
14.01,20.53,10.32,18.30,32.29
13.97,20.47,10.39,18.36,31.48
14.03,20.61,10.39,18.58,32.01
14.08,20.61,10.17,18.27,32.53
14.10,20.39,10.21,18.24,32.66
14.15,20.20,10.39,18.20,32.81
14.05,20.04,10.40,18.36,32.99
14.14,19.95,10.40,18.42,33.31
13.89,19.57,10.24,18.12,33.40
13.84,19.72,10.31,18.13,33.49
14.07,20.13,10.25,18.24,32.74
14.05,19.87,10.29,18.15,32.35
14.35,19.66,10.42,18.17,31.79
14.32,19.60,10.19,18.40,31.97
14.47,19.74,10.17,18.45,31.89
14.48,19.65,10.03,18.59,32.08
14.48,19.75,10.00,18.57,32.15
14.51,19.82,10.09,18.68,32.23
14.69,19.94,10.15,18.73,32.50
14.73,19.62,9.99,19.03,32.04
14.67,19.25,9.88,18.89,32.17
14.47,19.27,9.93,19.17,32.19
14.77,19.47,10.13,19.55,32.26
15.01,19.45,10.06,19.71,32.04
15.10,19.56,10.07,20.12,31.72
15.11,19.93,10.13,20.25,31.17
15.25,20.28,10.13,20.32,31.28
15.16,20.24,10.11,20.42,31.32
15.06,20.48,9.95,20.56,30.96
14.86,20.87,9.87,20.38,31.04
15.05,20.80,9.90,20.53,30.63
15.05,20.35,9.91,20.88,30.03
14.94,20.44,9.77,20.84,29.81
14.72,20.25,9.82,20.83,29.86
14.49,19.81,9.82,21.25,29.81
14.43,20.22,9.92,21.37,29.82
14.56,20.16,9.74,21.60,30.17
14.65,20.24,9.63,21.56,30.46
14.71,20.13,9.80,21.42,30.41
14.85,20.44,9.74,21.26,30.71
14.55,20.48,9.87,21.06,30.44
14.89,20.42,9.79,21.25,30.45
14.92,20.53,9.83,21.49,30.37
14.76,20.43,9.69,21.72,30.12
15.03,20.34,9.65,22.02,29.90
14.89,20.58,9.84,22.37,30.13
14.72,20.64,9.81,22.50,30.02
14.93,20.23,9.72,22.51,30.66
14.62,20.53,9.51,22.24,30.49
14.48,20.45,9.38,22.17,30.70
14.58,20.30,9.37,22.27,30.14
14.38,19.96,9.41,21.83,30.49
14.50,19.81,9.38,21.90,30.31
14.68,20.08,9.50,21.37,30.20
14.79,20.11,9.36,21.37,30.71
14.58,20.02,9.36,21.08,30.52
14.60,20.06,9.29,21.29,30.75
14.53,20.02,9.35,21.37,31.18
14.62,20.12,9.46,21.04,31.06
14.45,19.99,9.43,21.05,31.65
14.38,19.88,9.37,21.07,32.02
14.32,19.71,9.37,20.99,32.25
13.96,19.53,9.44,21.30,31.77
14.16,19.57,9.31,21.23,31.91
14.41,19.74,9.19,21.21,32.04
14.68,20.01,9.18,20.90,31.93
14.72,20.03,9.27,20.69,31.81
14.68,20.14,9.41,20.53,31.66
14.69,19.72,9.47,20.66,31.25
14.87,19.57,9.43,20.63,31.27
14.85,19.74,9.45,20.73,31.02
14.71,20.09,9.44,20.69,30.84
14.46,20.11,9.52,20.48,30.88
14.59,20.20,9.53,20.20,31.53
14.53,20.01,9.59,20.42,31.50
14.66,20.05,9.53,20.47,31.59
14.52,20.02,9.58,20.74,31.64
14.40,19.94,9.58,20.78,31.81
14.50,19.79,9.57,20.74,32.09
14.39,19.79,9.59,20.22,31.96
14.21,20.02,9.56,20.34,32.14
14.40,20.21,9.54,20.20,31.97
14.42,20.40,9.58,20.39,32.36
14.69,20.61,9.53,20.38,32.07
14.68,20.61,9.53,20.89,32.28
14.46,20.57,9.59,20.83,32.02
14.51,20.08,9.57,21.11,32.40
14.29,19.89,9.48,21.03,32.39
14.46,19.28,9.55,20.92,32.28
14.67,19.42,9.67,20.86,31.75
14.53,19.52,9.64,20.98,32.25
14.57,19.94,9.65,20.85,32.24
14.22,20.02,9.58,20.49,32.38
14.13,20.20,9.67,20.69,31.86
14.13,20.37,9.61,20.77,31.70
14.12,20.07,9.55,21.12,31.55
14.23,20.21,9.60,21.27,31.75
14.03,19.79,9.70,21.14,32.03
14.23,19.82,9.73,20.96,32.19
14.21,19.92,9.77,20.39,32.32
14.30,19.88,9.73,20.35,32.71
14.35,20.02,9.72,20.29,32.79
14.26,20.00,9.78,20.16,32.62
14.11,19.98,9.96,20.02,32.50
13.98,20.12,10.05,20.11,32.66
13.83,20.21,10.02,19.98,32.87
13.85,20.27,10.18,19.75,32.88
13.76,20.25,10.02,19.47,32.78
13.79,19.97,10.10,19.85,33.26
13.88,20.07,10.15,19.58,33.71
13.97,20.21,10.03,19.55,33.73
14.19,20.55,10.10,19.61,33.96
14.27,20.51,10.22,19.47,34.10
14.44,20.56,10.46,19.36,33.73
14.46,20.56,10.39,19.37,33.15
14.41,21.15,10.43,19.62,32.87
14.40,21.32,10.29,19.60,33.01
14.24,21.19,10.22,19.58,32.97
14.41,20.95,10.25,19.61,33.73
14.52,21.14,10.12,19.49,34.16
14.41,21.41,10.16,19.51,34.20
14.47,21.48,10.31,19.62,34.43
14.47,21.31,10.37,19.57,33.66
14.33,21.08,10.40,19.70,33.83
14.13,21.19,10.50,19.68,33.52
14.16,21.09,10.45,19.46,33.19
13.90,21.10,10.45,19.41,32.95
13.94,20.94,10.52,19.55,32.76
14.01,21.47,10.69,19.61,32.90
14.02,21.61,10.72,19.40,32.88
14.25,21.56,10.63,19.41,32.36
14.25,21.33,10.69,19.51,32.58
14.26,20.98,10.61,19.68,32.83
14.25,21.05,10.70,19.83,32.92
14.59,20.98,10.72,19.94,33.40
14.61,20.96,10.66,19.61,33.37
14.39,20.63,10.68,19.77,33.25
14.33,20.73,10.76,20.05,33.41
14.35,20.75,10.75,19.99,33.31
14.49,20.92,10.75,19.92,33.28
14.45,21.05,10.68,19.76,33.43
14.57,20.78,10.71,19.75,33.71
14.47,20.88,10.80,19.55,33.34
14.28,20.82,10.70,19.70,33.66
14.22,20.79,10.71,19.62,33.62
14.10,20.62,10.91,19.77,34.16
14.44,20.61,10.91,19.84,34.10
14.56,20.94,10.94,19.88,34.43
14.53,20.98,10.67,20.10,34.62
14.49,20.79,10.56,19.78,34.52
14.50,20.62,10.60,19.57,34.60
14.36,20.75,10.53,19.60,34.72
14.33,20.56,10.53,20.01,34.48
14.48,20.56,10.47,19.82,34.88
14.53,20.39,10.36,19.70,34.92
14.65,20.22,10.48,19.30,35.54
14.77,20.64,10.47,19.21,35.73
14.70,20.63,10.47,19.15,35.43
14.58,20.87,10.39,19.12,35.54
14.48,20.82,10.37,19.65,35.75
14.33,20.98,10.40,19.59,34.95
14.24,21.07,10.45,19.65,34.95
14.23,20.67,10.50,19.98,35.35
14.49,20.98,10.41,19.77,35.48
14.53,21.11,10.44,20.15,35.36
14.29,21.17,10.46,20.06,35.12
14.39,21.70,10.55,20.00,35.26
14.43,21.75,10.36,20.00,35.43
14.37,21.64,10.12,19.82,35.45
14.61,21.48,10.04,19.79,35.13
14.55,21.36,10.04,19.58,35.40
14.56,21.36,10.05,19.73,34.76
14.48,21.32,10.00,20.08,34.15
14.58,21.17,10.07,20.12,34.21
14.40,21.29,9.96,20.19,34.59
14.27,21.40,10.00,20.50,34.70
14.29,21.65,10.03,20.57,34.70
14.09,21.68,9.98,20.79,34.89
14.09,21.72,10.06,20.72,34.48
14.16,22.10,10.09,20.84,34.68
14.08,22.07,10.20,21.09,34.37
13.81,22.19,10.33,21.17,34.76
13.69,22.53,10.31,21.16,35.05
13.90,22.22,10.38,20.88,34.83
14.20,22.58,10.20,20.87,34.77
14.00,22.78,10.30,20.97,35.10
13.96,22.72,10.22,20.92,34.89
14.18,22.55,10.16,20.78,35.11
14.29,22.48,10.27,20.68,35.34
14.38,22.55,10.26,20.65,34.92
14.05,22.85,10.52,20.90,34.25
13.80,23.11,10.51,20.72,34.45
13.79,23.18,10.37,20.59,34.46
13.73,23.59,10.27,21.03,34.13
13.82,23.85,10.27,20.71,34.42
14.00,23.64,10.30,21.02,33.67
13.86,23.81,10.27,21.10,33.02
13.63,23.53,10.14,21.09,32.99
13.88,23.93,10.09,21.46,32.61
13.85,23.88,10.09,21.53,32.40
13.74,23.69,10.07,21.54,32.57
13.56,23.41,10.06,21.59,32.24
13.38,23.46,9.90,21.46,32.38
13.27,23.72,9.91,21.89,32.28
13.36,23.48,10.03,21.25,32.33
13.53,23.16,9.99,21.25,32.17
13.40,23.15,9.89,21.40,32.59
13.19,23.43,9.77,21.25,32.51
13.23,23.30,9.71,21.26,32.44
13.24,23.38,9.75,21.61,32.60
13.22,23.55,9.76,21.77,32.61
13.26,23.30,9.77,21.83,32.50
13.43,22.81,9.92,21.93,32.23
13.47,22.59,9.95,22.26,32.78
13.47,22.39,10.03,22.54,33.43
13.51,21.88,10.09,22.27,33.89
13.53,21.96,10.17,22.39,33.62
13.35,22.12,10.14,22.60,33.32
13.38,22.04,10.21,22.39,33.29
13.54,21.99,10.21,22.38,33.33
13.53,22.06,10.10,22.44,33.84
13.70,21.85,10.21,22.54,34.20
13.76,21.93,10.22,22.42,34.58
13.71,22.09,10.31,22.31,34.85
13.57,22.10,10.37,22.62,34.73
13.64,22.32,10.43,22.71,34.09
13.40,22.34,10.28,22.67,34.87
13.47,22.25,10.12,23.02,34.51
13.57,22.49,10.02,23.34,34.06
13.84,23.04,9.94,23.26,34.48
13.95,23.00,9.93,23.48,34.61
13.87,22.88,9.94,23.52,34.38
13.86,22.59,10.02,23.24,34.58
13.72,22.31,9.81,23.20,34.54
13.77,22.31,9.82,23.38,34.46
13.63,22.74,9.93,23.11,34.72
13.68,23.01,9.95,23.28,34.93
13.84,22.94,10.20,23.30,35.11
13.93,22.45,9.99,23.40,35.23
13.90,22.31,10.02,23.15,35.18
13.83,22.49,9.96,23.12,35.44
13.70,22.32,10.25,22.96,35.74
13.41,23.01,10.26,22.83,35.12
13.09,22.90,10.27,22.82,35.32
13.37,22.98,10.28,22.50,35.35
13.42,23.10,10.39,22.49,34.98
13.50,23.14,10.46,22.30,34.83
13.51,22.75,10.27,22.50,34.81
13.45,22.72,10.34,22.25,34.44
13.43,22.55,10.22,22.27,33.97
13.40,22.56,10.14,22.18,34.18
13.41,22.35,10.22,22.07,34.04
13.58,22.58,10.29,22.02,34.12
13.56,22.58,10.36,22.00,33.97
13.28,22.69,10.44,22.47,33.33
13.30,22.40,10.39,22.65,33.39
13.17,22.21,10.34,22.79,32.67
13.18,22.26,10.29,22.79,32.46
12.89,22.03,10.24,22.99,32.55
13.08,22.14,10.23,22.88,33.52
13.03,21.75,10.31,22.66,33.83
13.20,21.49,10.43,22.47,34.01
13.03,21.40,10.55,22.24,34.62
13.32,21.47,10.44,22.60,34.41
13.45,21.28,10.49,22.58,34.29
13.49,21.10,10.45,22.58,34.26
13.33,21.43,10.34,22.51,34.34
13.39,21.32,10.46,22.14,33.87
13.60,21.35,10.25,22.64,33.24
13.46,21.65,10.24,22.66,33.37
13.47,21.52,10.50,22.72,33.36
13.23,21.34,10.60,22.69,33.25
13.11,21.43,10.41,22.71,33.40
13.12,21.37,10.47,23.00,33.02
13.08,21.65,10.53,23.23,32.85
13.12,21.77,10.62,23.33,33.31
12.80,22.15,10.72,23.28,33.86
12.71,22.36,10.80,23.61,33.56
12.65,22.67,10.87,23.98,34.17
12.58,22.75,10.77,23.75,34.22
12.64,23.02,10.65,23.44,33.52
12.62,22.78,10.69,23.11,33.63
12.62,22.93,10.61,23.12,33.59
12.64,23.57,10.68,22.88,32.99
12.57,23.18,10.72,22.99,32.86
12.72,23.08,10.74,22.88,32.92
12.84,23.13,10.85,22.89,32.79
12.83,23.19,11.04,23.26,32.87
12.96,23.45,11.01,23.06,33.00
13.07,23.58,11.06,22.95,33.01
13.19,23.48,10.95,22.96,32.96
13.17,23.38,11.01,23.01,32.70
12.99,22.99,11.07,22.68,32.07
13.00,23.03,11.10,22.50,32.58
13.18,23.17,11.11,22.24,32.92
13.00,23.16,11.08,22.38,32.89
12.74,23.08,11.04,21.99,33.02
12.63,22.96,11.05,21.94,32.91
12.38,22.89,10.91,22.07,33.41
12.31,22.86,10.95,22.27,33.16
12.29,22.71,11.14,22.00,33.29
12.50,23.10,11.24,22.19,33.59
12.38,23.23,11.33,22.02,33.95
12.38,23.07,11.15,22.18,33.88
12.40,23.16,11.13,21.91,33.95
12.52,22.85,11.23,21.62,34.15
12.48,22.78,11.11,21.96,34.82
12.53,22.47,11.17,21.90,35.00
12.44,22.25,11.14,21.67,34.78
12.35,21.80,11.11,22.03,35.04
12.29,21.66,11.21,21.97,35.05
12.43,21.92,11.22,21.86,34.95
12.29,22.01,11.30,22.01,35.38
12.28,21.98,11.33,22.56,35.60
12.17,22.05,11.36,22.36,35.44
12.01,21.89,11.34,22.51,35.81
11.88,21.99,11.37,22.53,35.28
11.71,22.18,11.27,22.57,35.47
11.68,21.80,11.29,22.43,35.17
11.77,21.60,11.32,22.69,34.74
11.63,21.71,11.36,22.86,34.86
11.72,22.12,11.60,23.13,34.73
11.70,22.02,11.47,23.27,34.81
11.68,22.01,11.63,23.16,34.04
11.70,22.10,11.56,22.73,33.92
11.65,21.75,11.57,22.51,33.97
11.52,22.01,11.30,22.26,33.74
11.56,21.70,11.07,22.09,33.72
11.50,21.84,10.93,22.11,33.94
11.47,22.05,10.94,22.23,33.35
11.32,21.60,11.04,21.97,33.80
11.30,22.06,10.97,21.84,33.74
11.40,22.02,10.77,21.60,34.04
11.36,22.24,10.72,21.57,34.11
11.28,22.32,10.50,21.17,34.27
11.29,22.27,10.72,21.32,34.71
11.20,22.25,10.57,20.93,34.79
11.37,22.14,10.24,20.97,34.24
11.48,21.85,10.31,20.82,34.32
11.57,22.27,10.23,20.61,34.12
11.63,22.07,10.25,20.53,33.84
11.68,22.08,10.26,20.18,33.75
11.73,22.04,10.28,20.52,33.81
11.75,22.25,10.22,20.34,32.50
11.87,22.03,10.15,20.53,32.13
11.84,22.15,10.15,20.72,32.07
11.90,22.27,10.23,20.88,31.49
11.89,21.98,10.18,21.08,31.59
12.04,22.25,10.12,21.14,31.89
12.04,22.40,10.02,21.64,31.40
12.02,22.46,9.99,21.27,31.04
12.08,22.32,10.08,21.34,31.05
12.04,22.17,9.84,21.30,30.85
11.96,21.98,9.76,21.37,30.88
12.11,21.52,9.71,21.70,31.51
11.76,21.56,9.78,21.72,31.62
11.56,21.45,9.93,21.92,31.76
11.27,21.73,9.96,21.75,32.10
11.32,21.59,9.97,21.64,32.44
11.46,21.91,10.04,21.35,32.55
11.46,21.88,9.94,21.55,32.55
11.44,21.90,9.95,21.70,32.24
11.35,21.91,9.89,21.37,32.06
11.30,21.84,9.69,21.39,32.48
11.54,22.08,9.53,21.60,32.79
11.67,21.89,9.38,21.44,32.37
11.57,21.73,9.38,21.74,32.61
11.66,21.74,9.50,21.39,32.57
11.62,21.84,9.66,21.52,32.10
11.77,21.98,9.54,21.71,31.66
11.71,21.83,9.54,22.01,31.34
11.61,21.89,9.69,22.01,31.48
11.61,22.35,9.62,22.13,30.91
11.57,22.58,9.64,22.05,31.50
11.63,22.52,9.54,22.30,31.94
11.75,22.64,9.64,22.16,32.32
11.63,22.70,9.60,22.25,32.41
11.79,22.42,9.59,22.20,32.78
11.94,22.28,9.50,22.32,32.49
11.72,22.36,9.41,22.08,32.56
11.60,22.46,9.17,21.91,32.50
11.71,22.22,9.24,22.29,32.19
11.65,22.22,9.29,22.30,32.50
11.64,22.49,9.47,21.79,32.36
11.53,22.50,9.36,21.98,31.85
11.48,22.21,9.46,22.16,31.72
11.50,22.89,9.50,21.94,31.20
11.39,22.75,9.57,21.89,31.31
11.37,22.58,9.61,22.03,31.53
11.37,22.85,9.79,21.87,31.25
11.37,23.00,9.88,22.13,31.59
11.46,22.73,9.79,22.60,31.41
11.45,22.78,9.91,22.61,31.87
11.38,22.61,9.89,22.61,31.73
11.51,22.57,9.95,22.99,31.35
11.41,22.58,9.91,22.93,31.30
11.28,22.70,9.93,22.69,30.79
11.35,22.93,9.93,22.40,31.01
11.19,23.40,10.15,22.07,31.31
11.20,23.25,10.30,22.05,31.23
11.24,23.39,10.12,21.90,31.01
11.05,23.62,10.02,21.87,30.75
11.16,23.59,10.06,21.99,30.41
11.44,23.12,10.13,22.15,30.23
11.33,23.76,9.88,22.23,30.21
11.40,24.08,9.98,22.41,30.10
11.31,24.08,9.86,22.28,30.05
11.54,24.02,9.79,21.98,30.54
11.61,24.24,9.85,21.61,30.74
11.56,24.04,9.80,21.69,31.15
11.68,23.92,9.63,21.94,31.22
11.72,23.82,9.59,22.26,31.62
11.63,23.34,9.64,22.59,31.60
11.50,23.61,9.57,22.71,31.62
11.65,23.42,9.70,22.79,31.57
11.64,23.34,9.48,22.75,31.61
